FID;CUST_ORG;BUS_CAT_CL;BUS_CAT_DS;OCCPNT_TYP;SRCDATA_ID;SRC_ID_IND;FCLTY_NM;ADDRESS;MAIL_ADD;ST_ADDRESS;LOCALITY;LATITUDE;LONGITUDE;KEYWORDS;X;Y
982;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1635;N;Balfour-Harrop Fire Dept;308 Beggs Rd, Balfour, BC;308 Beggs Rd, Balfour, BC;308 Beggs Rd;Balfour;49.6208164;-116.995262;fire;-116.995276483516;49.6208227045493
983;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1641;N;Stn 339 West Kelowna;2577 Lower Glenrosa Rd, West Kelowna, BC;2577 Lower Glenrosa Rd, West Kelowna, BC;2577 Lower Glenrosa Rd;West Kelowna;49.829805;-119.634885;ambulance;-119.634900195076;49.8298110317909
984;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1650;N;Kelowna Fire Dept Hall 7;3275 Gulley Rd, Kelowna, BC;3275 Gulley Rd, Kelowna, BC;3275 Gulley Rd;Kelowna;49.8414466;-119.410258;fire;-119.410273022556;49.8414526390783
985;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1651;N;Garibaldi Fire Dept;192 Retta Lake Rd, Whistler, BC;192 Retta Lake Rd, Whistler, BC;192 Retta Lake Rd;Whistler;50.004088;-123.137524;fire;-123.137540490504;50.0040936191385
986;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1654;N;Quadra Island RCMP;738 West Rd, Quathiaski Cove, BC;738 West Rd, Quathiaski Cove, BC;738 West Rd;Quathiaski Cove;50.0465671;-125.209752;police;-125.209768754946;50.0465725340511
987;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1656;N;West Fernie Fire Dept;692 3rd Ave, Fernie, BC;692 3rd Ave, Fernie, BC;692 3rd Ave;Fernie;49.5047736;-115.061057;fire;-115.061071762822;49.5047801573226
988;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1667;N;Stn 340 Kelowna-Lawrence;259 Lawrence Ave, Kelowna, BC;259 Lawrence Ave, Kelowna, BC;259 Lawrence Ave;Kelowna;49.8851624;-119.497586;ambulance;-119.497601383067;49.8851684305946
989;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1668;N;Joe Rich Vol Fire Dept Hall 51;11481 Hwy 33, Kelowna, BC;11481 Hwy 33, Kelowna, BC;11481 Hwy 33;Kelowna;49.864238;-119.1413;fire;-119.141315351764;49.8642441195988
990;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1683;N;Kimberley RCMP;436 Archibald St, Kimberley, BC;436 Archibald St, Kimberley, BC;436 Archibald St;Kimberley;49.6744328;-115.978694;police;-115.978708242914;49.6744392250653
991;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1691;N;Whistler Fire Dept Hall 1;4400 Village Gate Blvd, Whistler, BC;4400 Village Gate Blvd, Whistler, BC;4400 Village Gate Blvd;Whistler;50.1164566;-122.95424;fire;-122.954255877662;50.1164623012012
992;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1697;N;Wilson's Landing Fire Dept;2396 Westside Rd, North Westside, BC;2396 Westside Rd, North Westside, BC;2396 Westside Rd;North Westside;49.9993612;-119.496013;fire;-119.496028299505;49.999367240799
993;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1698;N;Whistler Fire Dept Hall 2;8900 Highway 99, Whistler, BC;8900 Highway 99, Whistler, BC;8900 Highway 99;Whistler;50.1535945;-122.959851;fire;-122.959867419578;50.1536001792238
994;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1703;N;Merritt Fire Dept;1799 Nicola Ave, Merritt, BC;1799 Nicola Ave, Merritt, BC;1799 Nicola Ave;Merritt;50.1133548;-120.793538;fire;-120.793554186529;50.1133606918919
995;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1727;N;Stn 219 Pemberton;7413 Flint St, Pemberton, BC;7413 Flint St, Pemberton, BC;7413 Flint St;Pemberton;50.3200053;-122.804189;ambulance;-122.804204982893;50.3200109891137
996;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1738;N;Port Alice Fire Dept;1051 Marine Dr, Port Alice, BC;1051 Marine Dr, Port Alice, BC;1051 Marine Dr;Port Alice;50.4266131;-127.487959;fire;-127.487975405456;50.4266181888981
997;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1740;N;Vernon Fire Dept Hall 2;7210 Okanagan Landing Rd, Vernon, BC;7210 Okanagan Landing Rd, Vernon, BC;7210 Okanagan Landing Rd;Vernon;50.2384117;-119.342872;fire;-119.342887237115;50.2384178360912
998;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1746;N;Stn 337 Vernon;3011 35 Ave, Vernon, BC;3011 35 Ave, Vernon, BC;3011 35 Ave;Vernon;50.2676398;-119.271577;ambulance;-119.27159270193;50.267645904146
999;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1751;N;Spences Bridge Vol Fire Dept;3748 South Frontage Rd, Spences Bridge, BC;3748 South Frontage Rd, Spences Bridge, BC;3748 South Frontage Rd;Spences Bridge;50.4246578;-121.339679;fire;-121.339694801264;50.4246637173134
1000;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1760;N;Silver Star Mountain Vol Fire Dept;9885 Silver Star Rd, Vernon, BC;9885 Silver Star Rd, Vernon, BC;9885 Silver Star Rd;Vernon;50.3590601;-119.060329;fire;-119.060344615006;50.3590662454525
1001;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1768;N;Coal Harbour Fire Dept;361 Albert Hole Rd, Coal Harbour, BC;361 Albert Hole Rd, Coal Harbour, BC;361 Albert Hole Rd;Coal Harbour;50.6002351;-127.583874;fire;-127.583891040593;50.6002401743731
1002;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1769;N;Logan Lake Fire Dept;1 Opal Dr, Logan Lake, BC;1 Opal Dr, Logan Lake, BC;1 Opal Dr;Logan Lake;50.4943912;-120.81333;fire;-120.813345951722;50.4943971710525
1003;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1784;N;Port Hardy RCMP;7355 Columbia St, Port Hardy, BC;7355 Columbia St, Port Hardy, BC;7355 Columbia St;Port Hardy;50.7245264;-127.496613;police;-127.496629534851;50.7245314908633
1004;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1796;N;Kamloops Fire Department Hall 7;1301 Aberdeen Dr, Kamloops, BC;1301 Aberdeen Dr, Kamloops, BC;1301 Aberdeen Dr;Kamloops;50.6376703;-120.375702;fire;-120.375717384418;50.6376763241057
1005;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1802;N;Rivershore Fire Dept;330 Rivershore Dr, Rivershore, BC;330 Rivershore Dr, Rivershore, BC;330 Rivershore Dr;Rivershore;50.6543583;-120.005681;fire;-120.005696448453;50.6543643736884
1006;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1805;N;Kamloops Fire Dept Hall 3;1625 Valleyview Dr, Kamloops, BC;1625 Valleyview Dr, Kamloops, BC;1625 Valleyview Dr;Kamloops;50.6720938;-120.294918;fire;-120.294934247597;50.6720998066982
1007;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1810;N;T'kumlups Rural RCMP;599 Powwow Trail, Kamloops IR No 1, BC;599 Powwow Trail, Kamloops IR No 1, BC;599 Powwow Trail;Kamloops IR No 1;50.6820204;-120.296516;police;-120.296531594226;50.6820263780528
1008;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1811;N;Stn 315 Kamloops-North;239 Clapperton Rd, Kamloops, BC;239 Clapperton Rd, Kamloops, BC;239 Clapperton Rd;Kamloops;50.6868098;-120.353296;ambulance;-120.353311361593;50.6868157552059
1009;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1815;N;Ranchero-Deep Creek Vol Fire Dept;9505 Firehall Frtg Rd, Deep Creek, BC;9505 Firehall Frtg Rd, Deep Creek, BC;9505 Firehall Frtg Rd;Deep Creek;50.6275894;-119.188771;fire;-119.188786568129;50.6275954882077
1010;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1816;N;North Shore Community Policing Office;614 Tranquille Rd, Kamloops, BC;614 Tranquille Rd, Kamloops, BC;614 Tranquille Rd;Kamloops;50.6944667;-120.359692;police;-120.359708045732;50.6944727086308
1011;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1826;N;Kamloops Fire Dept Hall 4;615 Porterfield Rd, Kamloops, BC;615 Porterfield Rd, Kamloops, BC;615 Porterfield Rd;Kamloops;50.7653754;-120.341994;fire;-120.342009597095;50.765381452538
1012;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1829;N;Salmon Arm RCMP;1980 11 Ave NE, Salmon Arm, BC;1980 11 Ave NE, Salmon Arm, BC;1980 11 Ave NE;Salmon Arm;50.7076922;-119.262426;police;-119.262441462653;50.7076983133861
1013;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1837;N;Chase RCMP;226 Shuswap Ave, Chase Rural, BC;226 Shuswap Ave, Chase Rural, BC;226 Shuswap Ave;Chase Rural;50.8117323;-119.697083;police;-119.697098748882;50.8117383989051
1014;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1842;N;Little Shuswap Vol Fire Dept;1866 Little Shuswap Lake Rd W, Lee Creek, BC;1866 Little Shuswap Lake Rd W, Lee Creek, BC;1866 Little Shuswap Lake Rd W;Lee Creek;50.8698455;-119.598719;fire;-119.598734814748;50.8698516238103
1015;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1862;N;Stn 336 Revelstoke;900 Oscar St, Revelstoke, BC;900 Oscar St, Revelstoke, BC;900 Oscar St;Revelstoke;50.9938148;-118.182689;ambulance;-118.182704748551;50.9938210915669
1016;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1868;N;South Green Lake Vol Fire Dept;546 Green Lake South Rd, Green Lake, BC;546 Green Lake South Rd, Green Lake, BC;546 Green Lake South Rd;Green Lake;51.3873077;-121.241938;fire;-121.241954353248;51.3873136022888
1017;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1877;N;100 Mile House Fire Dept;385 Horse Lake Rd, 100 Mile House, BC;385 Horse Lake Rd, 100 Mile House, BC;385 Horse Lake Rd;100 Mile House;51.6368056;-121.291611;fire;-121.291626941675;51.6368114854143
1018;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1879;N;Stn 327 100 Mile House;555 Cedar Ave, 100 Mile House, BC;555 Cedar Ave, 100 Mile House, BC;555 Cedar Ave;100 Mile House;51.638662;-121.292567;ambulance;-121.292583500026;51.6386679522798
1019;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1880;N;Blackpool Fire Dept;1600 Old North Thompson Hwy, Blackpool, BC;1600 Old North Thompson Hwy, Blackpool, BC;1600 Old North Thompson Hwy;Blackpool;51.5955502;-120.117496;fire;-120.117511988193;51.5955562685942
1020;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1886;N;Stn 335 Clearwater;640 Park Dr, Clearwater, BC;640 Park Dr, Clearwater, BC;640 Park Dr;Clearwater;51.6469605;-120.01786;ambulance;-120.017875858346;51.6469666177509
1021;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1889;N;Forest Grove Vol Fire Dept;4518 Canim-Hendrix Lake Rd, Forest Grove, BC;4518 Canim-Hendrix Lake Rd, Forest Grove, BC;4518 Canim-Hendrix Lake Rd;Forest Grove;51.7672778;-121.09475;fire;-121.094765838224;51.7672837374777
1022;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1900;N;Stn 226 Bella Bella;420 Nuda Dr, Bella Bella, BC;420 Nuda Dr, Bella Bella, BC;420 Nuda Dr;Bella Bella;52.1669924;-128.151549;ambulance;-128.151566843356;52.1669974436009
1023;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1905;N;Wildwood Vol Fire Dept;4253 Wildwood Rd, Williams Lake, BC;4253 Wildwood Rd, Williams Lake, BC;4253 Wildwood Rd;Williams Lake;52.2136389;-122.090277;fire;-122.090293932655;52.2136447439138
1024;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1921;N;Stn 533 Valemount;1450 9th Ave, Valemount, BC;1450 9th Ave, Valemount, BC;1450 9th Ave;Valemount;52.8287147;-119.274599;ambulance;-119.27461519583;52.8287209659226
1025;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1931;N;Barlow Creek Fire Dept;3908 Aird Rd, Quesnel, BC;3908 Aird Rd, Quesnel, BC;3908 Aird Rd;Quesnel;53.0201944;-122.469027;fire;-122.469044271028;53.0202002810482
